@relation Binary_final_data_#Windows10

@attribute A {'learn most',part,'mail not any',game,ink,time,very,hat,music,moment,life,'game little',dark,'free hard',world,free,easy,'game watch',people,safe,more,'freedom free','less good news news',news,too,'more love too',strong,slow,love,'not health',tool,'more humble book',market,'life easy','dark mail',not,win,watch,'mail not',totally,'too sad',lake,'education education',much,computer,learn,'part much','most powerful',lost,'not war','win machine finger window like home',privacy,killer,arm,'space hard','like too',hide,'activate not',custom,fun,powerful,'blue death',most,family,good,'game red','time board','pain book',office,'win watch','lost game','love quality','office lost office','office lost','paradise book','chance win','dark space','history tamper','more more',red,hell,'dark green',vision,corrupt,'time time','kids safe world family',home,'book book',hard,machine,'quite more machine',quick,failure,'black death','nice computer','city fire',sin,memories,'not custom any',industry,'dirt grass not grass like',any,paint,magical,'free learn','love more','more people','month month success','win not','learn safe quick','safe quick',mail,like,'world never',health,delayed,'more useful',person,'person hard',space,'life save power',engine,save,protected,nasty,'power mobility','any like',dislike,'fun sun','any part more useless','proud win',idea,'win home win','cold much','power power',answer,paper,broken,'free free','bright very',serious,'more life',adventure,clock,history,reserved,pain,'less less','not not','color like',contents,'game like broken','time game','dirty time','learn secure answer free','trouble not alone','part punishment not',thought,'beach ocean beach free',honest,black,'more save time more','dark much',travel,trouble,event,'capable any','computer hard',quite,vacation,alert,nice,'most history','wish not',sky,key,'secure secure','time event time','not quite quick','life little love','kind save',useful,anger,'love not',method,'hate hate','much not','present never','pretty pretty slow',body,fault,'like time',building,option,'win win free game','any chance','game like broken any','very engine','easy learn','good idea','good nice','serious trouble',window,wish,'dark blue red','much computer','home key less','mail much',impressed,'like computer','option any',power,less,'option hide','window window not','broken time not fault','thankful computer','broken time not','not more',face,army,friendly,'less any','like more','win more','watch easy','broken not fault fault','people hate hate','family like',door,'arm very','more not','trouble more',sick,'save time smile',happy,knowledge,never,'eat more space','learn more','broken time not fault failure','free ugly','flood fall nightmare','save easy','child safe','more privacy',trust,'game world','window broken white broken window','killer like','computer computer','not time not','computer very','white glass','any party',name,'memory any','activate god','world game','good office more',sun,'love mind win',excitement,'computer quite','complete office mobility','book more','reserved space','computer more computer','not not alone','home more','time smile',context,'white paper','love hate hate','very useful','suck more any','dark blue',activate,troubled,'tool hard','not candy',identity,'tool tool','panic complete',wonder,movie,complete,'answer little',panic,'home time office',hay,education,'secure watch more','not easy','space reserved','world secure key','education pencil ink',green,'fur tower','world hard improve computer','bright social blue',mind,'world free hard space','black treat','village house','very more useful','name not',man,fear,'event success','free computer win','people pet','black glass blue red',obnoxious,kind,'too much',soft,'less time',achievement,gold,cold,'like comfort','life couple','hope hope','life time',art,'people valentine','not plant','vision free','broken broken','window key','black yellow','not hit','watch pet','most easy','game game','time dump',square,'humble book','pretty pretty','sin red','sexy suck',mistake,'strong interest patent',chair,'more detail',hinder}
@attribute B numeric
@attribute C numeric
@attribute D numeric
@attribute E numeric
@attribute F numeric
@attribute 'G' {Happiness,Fear,Sadness,Anger,Disgust}

@data
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
arm,0.366,0.246,0.218,0.234,0.226,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'like computer',0.4304,0.2944,0.2064,0.2288,0.2272,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'like computer',0.4304,0.2944,0.2064,0.2288,0.2272,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
save,0.706,0.246,0.266,0.296,0.206,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'option any',0.578,0.264,0.238,0.314,0.216,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
power,0.692,0.342,0.28,0.476,0.294,Happiness
power,0.692,0.342,0.28,0.476,0.294,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'easy learn',0.745,0.281,0.267,0.285,0.22,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
market,0.426,0.288,0.278,0.296,0.278,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
tool,0.316,0.266,0.242,0.27,0.246,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
slow,0.3,0.442,0.378,0.338,0.37,Anger
more,0,0,0,0,0,Happiness
arm,0.366,0.246,0.218,0.234,0.226,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
market,0.426,0.288,0.278,0.296,0.278,Happiness
market,0.426,0.288,0.278,0.296,0.278,Happiness
market,0.426,0.288,0.278,0.296,0.278,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
paint,0.49,0.276,0.252,0.244,0.242,Happiness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'easy learn',0.745,0.281,0.267,0.285,0.22,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
world,0.586,0.32,0.366,0.352,0.308,Happiness
'easy learn',0.745,0.281,0.267,0.285,0.22,Happiness
'dark green',0.494,0.274,0.334,0.414,0.24,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
less,0,0,0,0,0,Happiness
'easy learn',0.745,0.281,0.267,0.285,0.22,Happiness
easy,0.784,0.222,0.23,0.238,0.218,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
'option hide',0.429,0.289,0.309,0.448,0.237,Fear
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'window window not',0.446,0.234,0.27,0.248,0.224,Happiness
'broken time not fault',0.468,0.467333,0.534,0.476667,0.419333,Sadness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
arm,0.366,0.246,0.218,0.234,0.226,Happiness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
'thankful computer',0.697,0.302,0.272,0.261,0.254,Happiness
home,0.82,0.284,0.346,0.264,0.244,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'more more',0,0,0,0,0,Happiness
'broken time not',0.321,0.467,0.518,0.457,0.302,Sadness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'broken time not fault',0.468,0.467333,0.534,0.476667,0.419333,Sadness
history,0.4,0.3,0.342,0.308,0.306,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'broken time not',0.321,0.467,0.518,0.457,0.302,Sadness
good,0.884,0.234,0.228,0.242,0.226,Happiness
win,0.874,0.27,0.264,0.27,0.234,Happiness
win,0.874,0.27,0.264,0.27,0.234,Happiness
win,0.874,0.27,0.264,0.27,0.234,Happiness
window,0.446,0.234,0.27,0.248,0.224,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
world,0.586,0.32,0.366,0.352,0.308,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
world,0.586,0.32,0.366,0.352,0.308,Happiness
less,0,0,0,0,0,Happiness
world,0.586,0.32,0.366,0.352,0.308,Happiness
'not more',0,0,0,0,0,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
world,0.586,0.32,0.366,0.352,0.308,Happiness
'education education',0.764,0.29,0.258,0.3,0.24,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
face,0.624,0.368,0.4,0.372,0.348,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
most,0,0,0,0,0,Happiness
office,0.38,0.428,0.388,0.378,0.34,Anger
face,0.624,0.368,0.4,0.372,0.348,Happiness
army,0.362,0.47,0.51,0.626,0.38,Fear
friendly,0.918,0.224,0.218,0.218,0.212,Happiness
world,0.586,0.32,0.366,0.352,0.308,Happiness
'freedom free',0.878,0.243,0.258,0.302,0.224,Happiness
win,0.874,0.27,0.264,0.27,0.234,Happiness
'less any',0,0,0,0,0,Happiness
face,0.624,0.368,0.4,0.372,0.348,Happiness
face,0.624,0.368,0.4,0.372,0.348,Happiness
'broken time not fault',0.468,0.467333,0.534,0.476667,0.419333,Sadness
face,0.624,0.368,0.4,0.372,0.348,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
'like more',0,0,0,0,0,Happiness
'win more',0.874,0.27,0.264,0.27,0.234,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
not,0,0,0,0,0,Happiness
'watch easy',0.592,0.236,0.253,0.261,0.238,Happiness
save,0.706,0.246,0.266,0.296,0.206,Happiness
save,0.706,0.246,0.266,0.296,0.206,Happiness
save,0.706,0.246,0.266,0.296,0.206,Happiness
save,0.706,0.246,0.266,0.296,0.206,Happiness
save,0.706,0.246,0.266,0.296,0.206,Happiness
save,0.706,0.246,0.266,0.296,0.206,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
history,0.4,0.3,0.342,0.308,0.306,Happiness
history,0.4,0.3,0.342,0.308,0.306,Happiness
world,0.586,0.32,0.366,0.352,0.308,Happiness
'time event time',0.450667,0.332,0.358,0.38,0.256667,Happiness
like,0,0,0,0,0,Happiness
not,0,0,0,0,0,Happiness
'broken not fault fault',0.409333,0.526,0.548667,0.494,0.446667,Sadness
history,0.4,0.3,0.342,0.308,0.306,Happiness
history,0.4,0.3,0.342,0.308,0.306,Happiness
history,0.4,0.3,0.342,0.308,0.306,Happiness
'learn most',0.706,0.34,0.304,0.332,0.222,Happiness
good,0.884,0.234,0.228,0.242,0.226,Happiness
like,0,0,0,0,0,Happiness
'broken time not',0.321,0.467,0.518,0.457,0.302,Sadness
life,0.912,0.356,0.4,0.404,0.272,Happiness
answer,0.47,0.284,0.27,0.3,0.222,Happiness
army,0.362,0.47,0.51,0.626,0.38,Fear
quick,0.506,0.266,0.262,0.282,0.228,Happiness
'broken time not fault',0.468,0.467333,0.534,0.476667,0.419333,Sadness
home,0.82,0.284,0.346,0.264,0.244,Happiness
building,0.334,0.248,0.238,0.28,0.25,Happiness
'broken not fault fault',0.409333,0.526,0.548667,0.494,0.446667,Sadness
game,0.706,0.378,0.318,0.294,0.24,Happiness
army,0.362,0.47,0.51,0.626,0.38,Fear
game,0.706,0.378,0.318,0.294,0.24,Happiness
'broken not fault fault',0.409333,0.526,0.548667,0.494,0.446667,Sadness
'broken not fault fault',0.409333,0.526,0.548667,0.494,0.446667,Sadness
'broken not fault fault',0.409333,0.526,0.548667,0.494,0.446667,Sadness
'broken not fault fault',0.409333,0.526,0.548667,0.494,0.446667,Sadness
'broken not fault fault',0.409333,0.526,0.548667,0.494,0.446667,Sadness
less,0,0,0,0,0,Happiness
'win win free game',0.8315,0.287,0.269,0.275,0.2315,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
'love not',0.944,0.34,0.432,0.41,0.244,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
any,0,0,0,0,0,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
more,0,0,0,0,0,Happiness
army,0.362,0.47,0.51,0.626,0.38,Fear
army,0.362,0.47,0.51,0.626,0.38,Fear
army,0.362,0.47,0.51,0.626,0.38,Fear
army,0.362,0.47,0.51,0.626,0.38,Fear
good,0.884,0.234,0.228,0.242,0.226,Happiness
'people hate hate',0.415,0.597,0.514,0.511,0.474,Anger
'time time',0.414,0.356,0.39,0.432,0.264,Fear
'family like',0.922,0.294,0.3,0.248,0.218,Happiness
useful,0.71,0.254,0.232,0.228,0.224,Happiness
save,0.706,0.246,0.266,0.296,0.206,Happiness
like,0,0,0,0,0,Happiness
'broken not fault fault',0.409333,0.526,0.548667,0.494,0.446667,Sadness
'broken not fault fault',0.409333,0.526,0.548667,0.494,0.446667,Sadness
'time event time',0.450667,0.332,0.358,0.38,0.256667,Happiness
'broken time not fault',0.468,0.467333,0.534,0.476667,0.419333,Sadness
not,0,0,0,0,0,Happiness
door,0.346,0.306,0.282,0.308,0.264,Happiness
'arm very',0.366,0.246,0.218,0.234,0.226,Happiness
'time event time',0.450667,0.332,0.358,0.38,0.256667,Happiness
'education education',0.764,0.29,0.258,0.3,0.24,Happiness
'broken time not fault',0.468,0.467333,0.534,0.476667,0.419333,Sadness
machine,0.37,0.338,0.276,0.364,0.278,Happiness
arm,0.366,0.246,0.218,0.234,0.226,Happiness
'education education',0.764,0.29,0.258,0.3,0.24,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
'broken time not',0.321,0.467,0.518,0.457,0.302,Sadness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
'more not',0,0,0,0,0,Happiness
'trouble more',0.256,0.506,0.492,0.586,0.32,Fear
computer,0.538,0.368,0.258,0.286,0.284,Happiness
sick,0.228,0.434,0.578,0.516,0.486,Sadness
key,0.422,0.266,0.244,0.25,0.226,Happiness
not,0,0,0,0,0,Happiness
'game like broken any',0.4442,0.4202,0.4174,0.3398,0.256,Happiness
'save time smile',0.56,0.301,0.328,0.364,0.235,Happiness
'game like broken',0.4442,0.4202,0.4174,0.3398,0.256,Happiness
vision,0.616,0.272,0.262,0.294,0.234,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
knowledge,0.68,0.234,0.236,0.256,0.23,Happiness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
never,0,0,0,0,0,Happiness
'eat more space',0.503,0.2285,0.25,0.2635,0.2275,Happiness
office,0.38,0.428,0.388,0.378,0.34,Anger
office,0.38,0.428,0.388,0.378,0.34,Anger
like,0,0,0,0,0,Happiness
office,0.38,0.428,0.388,0.378,0.34,Anger
'eat more space',0.503,0.2285,0.25,0.2635,0.2275,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
arm,0.366,0.246,0.218,0.234,0.226,Happiness
like,0,0,0,0,0,Happiness
hide,0.28,0.314,0.38,0.582,0.258,Fear
like,0,0,0,0,0,Happiness
office,0.38,0.428,0.388,0.378,0.34,Anger
red,0.458,0.47,0.282,0.388,0.264,Anger
'learn more',0.706,0.34,0.304,0.332,0.222,Happiness
'learn more',0.706,0.34,0.304,0.332,0.222,Happiness
'broken time not fault failure',0.408,0.5335,0.6035,0.5525,0.4575,Sadness
like,0,0,0,0,0,Happiness
like,0,0,0,0,0,Happiness
home,0.82,0.284,0.346,0.264,0.244,Happiness
custom,0.442,0.242,0.256,0.236,0.234,Happiness
'free ugly',0.561,0.339,0.421,0.367,0.375,Happiness
save,0.706,0.246,0.266,0.296,0.206,Happiness
'flood fall nightmare',0.324667,0.43,0.524,0.607333,0.380667,Fear
custom,0.442,0.242,0.256,0.236,0.234,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
'save easy',0.745,0.234,0.248,0.267,0.212,Happiness
key,0.422,0.266,0.244,0.25,0.226,Happiness
'child safe',0.823,0.231,0.259,0.293,0.218,Happiness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
'more privacy',0.309,0.152,0.144,0.158,0.116,Happiness
'learn more',0.706,0.34,0.304,0.332,0.222,Happiness
lost,0.268,0.486,0.58,0.694,0.332,Fear
win,0.874,0.27,0.264,0.27,0.234,Happiness
music,0.852,0.326,0.358,0.264,0.244,Happiness
trust,0.822,0.308,0.31,0.382,0.27,Happiness
'hate hate',0.204,0.812,0.648,0.636,0.604,Anger
vision,0.616,0.272,0.262,0.294,0.234,Happiness
'game world',0.646,0.349,0.342,0.323,0.274,Happiness
'game world',0.646,0.349,0.342,0.323,0.274,Happiness
most,0,0,0,0,0,Happiness
home,0.82,0.284,0.346,0.264,0.244,Happiness
quick,0.506,0.266,0.262,0.282,0.228,Happiness
'save time smile',0.56,0.301,0.328,0.364,0.235,Happiness
'window broken white broken window',0.372,0.3704,0.4168,0.3376,0.2716,Sadness
like,0,0,0,0,0,Happiness
most,0,0,0,0,0,Happiness
any,0,0,0,0,0,Happiness
'killer like',0.202,0.836,0.728,0.862,0.73,Fear
not,0,0,0,0,0,Happiness
'computer computer',0.538,0.368,0.258,0.286,0.284,Happiness
like,0,0,0,0,0,Happiness
option,0.578,0.264,0.238,0.314,0.216,Happiness
like,0,0,0,0,0,Happiness
'not time not',0.586,0.644,0.61,0.568,0.736,Disgust
'computer very',0.538,0.368,0.258,0.286,0.284,Happiness
building,0.334,0.248,0.238,0.28,0.25,Happiness
arm,0.366,0.246,0.218,0.234,0.226,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
'dark space',0.437,0.285,0.367,0.492,0.237,Fear
part,0.316,0.256,0.298,0.274,0.252,Happiness
'freedom free',0.878,0.243,0.258,0.302,0.224,Happiness
home,0.82,0.284,0.346,0.264,0.244,Happiness
part,0.316,0.256,0.298,0.274,0.252,Happiness
'white glass',0.445,0.25,0.267,0.298,0.232,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
happy,0.936,0.216,0.234,0.222,0.22,Happiness
'any party',0.138,0.748,0.752,0.724,0.748,Sadness
'save time smile',0.56,0.301,0.328,0.364,0.235,Happiness
name,0.508,0.298,0.278,0.264,0.252,Happiness
not,0,0,0,0,0,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
'fun sun',0.89,0.236,0.228,0.25,0.217,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
not,0,0,0,0,0,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
not,0,0,0,0,0,Happiness
quick,0.506,0.266,0.262,0.282,0.228,Happiness
game,0.706,0.378,0.318,0.294,0.24,Happiness
easy,0.784,0.222,0.23,0.238,0.218,Happiness
'memory any',0.672,0.4,0.494,0.384,0.338,Happiness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
dark,0.362,0.328,0.434,0.614,0.252,Fear
'dark green',0.494,0.274,0.334,0.414,0.24,Happiness
red,0.458,0.47,0.282,0.388,0.264,Anger
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
'activate god',0.582,0.274,0.266,0.327,0.237,Happiness
'world game',0.646,0.349,0.342,0.323,0.274,Happiness
'world game',0.646,0.349,0.342,0.323,0.274,Happiness
vision,0.616,0.272,0.262,0.294,0.234,Happiness
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
'good office more',0.632,0.331,0.308,0.31,0.283,Happiness
'fun sun',0.89,0.236,0.228,0.25,0.217,Happiness
home,0.82,0.284,0.346,0.264,0.244,Happiness
sun,0.848,0.264,0.242,0.276,0.228,Happiness
easy,0.784,0.222,0.23,0.238,0.218,Happiness
'love mind win',0.805333,0.331333,0.365333,0.369333,0.276667,Happiness
like,0,0,0,0,0,Happiness
home,0.82,0.284,0.346,0.264,0.244,Happiness
excitement,0.912,0.25,0.226,0.272,0.226,Happiness
most,0,0,0,0,0,Happiness
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
'computer quite',0.538,0.368,0.258,0.286,0.284,Happiness
'win win free game',0.8315,0.287,0.269,0.275,0.2315,Happiness
dark,0.362,0.328,0.434,0.614,0.252,Fear
office,0.38,0.428,0.388,0.378,0.34,Anger
vision,0.616,0.272,0.262,0.294,0.234,Happiness
vision,0.616,0.272,0.262,0.294,0.234,Happiness
'less any',0,0,0,0,0,Happiness
safe,0.824,0.204,0.218,0.272,0.206,Happiness
vision,0.616,0.272,0.262,0.294,0.234,Happiness
love,0.944,0.34,0.432,0.41,0.244,Happiness
event,0.524,0.284,0.294,0.276,0.242,Happiness
event,0.524,0.284,0.294,0.276,0.242,Happiness
'killer like',0.202,0.836,0.728,0.862,0.73,Fear
vision,0.616,0.272,0.262,0.294,0.234,Happiness
excitement,0.912,0.25,0.226,0.272,0.226,Happiness
any,0,0,0,0,0,Happiness
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
office,0.38,0.428,0.388,0.378,0.34,Anger
'killer like',0.202,0.836,0.728,0.862,0.73,Fear
too,0,0,0,0,0,Happiness
much,0,0,0,0,0,Happiness
'complete office mobility',0.507,0.353,0.335,0.35,0.303,Happiness
learn,0.706,0.34,0.304,0.332,0.222,Happiness
pain,0.22,0.666,0.672,0.694,0.434,Fear
not,0,0,0,0,0,Happiness
building,0.334,0.248,0.238,0.28,0.25,Happiness
good,0.884,0.234,0.228,0.242,0.226,Happiness
pain,0.22,0.666,0.672,0.694,0.434,Fear
excitement,0.912,0.25,0.226,0.272,0.226,Happiness
excitement,0.912,0.25,0.226,0.272,0.226,Happiness
'killer like',0.202,0.836,0.728,0.862,0.73,Fear
excitement,0.912,0.25,0.226,0.272,0.226,Happiness
building,0.334,0.248,0.238,0.28,0.25,Happiness
'book more',0.606,0.4,0.4,0.372,0.36,Happiness
excitement,0.912,0.25,0.226,0.272,0.226,Happiness
useful,0.71,0.254,0.232,0.228,0.224,Happiness
world,0.586,0.32,0.366,0.352,0.308,Happiness
'save time smile',0.56,0.301,0.328,0.364,0.235,Happiness
totally,0,0,0,0,0,Happiness
'reserved space',0.458,0.283,0.324,0.359,0.245,Happiness
arm,0.366,0.246,0.218,0.234,0.226,Happiness
'computer more computer',0.4035,0.276,0.1935,0.2145,0.213,Happiness
time,0.414,0.356,0.39,0.432,0.264,Fear
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
'not not alone',0.746,0.632,0.27,0.34,0.688,Happiness
strong,0.704,0.316,0.242,0.33,0.234,Happiness
'killer like',0.202,0.836,0.728,0.862,0.73,Fear
'home more',0.82,0.284,0.346,0.264,0.244,Happiness
like,0,0,0,0,0,Happiness
not,0,0,0,0,0,Happiness
'love not',0.944,0.34,0.432,0.41,0.244,Happiness
strong,0.704,0.316,0.242,0.33,0.234,Happiness
useful,0.71,0.254,0.232,0.228,0.224,Happiness
'save easy',0.745,0.234,0.248,0.267,0.212,Happiness
'time smile',0.414,0.356,0.39,0.432,0.264,Fear
not,0,0,0,0,0,Happiness
office,0.38,0.428,0.388,0.378,0.34,Anger
office,0.38,0.428,0.388,0.378,0.34,Anger
office,0.38,0.428,0.388,0.378,0.34,Anger
office,0.38,0.428,0.388,0.378,0.34,Anger
office,0.38,0.428,0.388,0.378,0.34,Anger
context,0.278,0.252,0.24,0.244,0.226,Happiness
not,0,0,0,0,0,Happiness
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
not,0,0,0,0,0,Happiness
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
time,0.414,0.356,0.39,0.432,0.264,Fear
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
too,0,0,0,0,0,Happiness
'killer like',0.202,0.836,0.728,0.862,0.73,Fear
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
'cold much',0.294,0.442,0.446,0.376,0.296,Sadness
much,0,0,0,0,0,Happiness
'killer like',0.202,0.836,0.728,0.862,0.73,Fear
more,0,0,0,0,0,Happiness
'white paper',0.417,0.291,0.277,0.265,0.273,Happiness
'fun sun',0.89,0.236,0.228,0.25,0.217,Happiness
'fun sun',0.89,0.236,0.228,0.25,0.217,Happiness
useful,0.71,0.254,0.232,0.228,0.224,Happiness
'love hate hate',0.574,0.576,0.54,0.523,0.424,Anger
'very useful',0.355,0.127,0.116,0.114,0.112,Happiness
arm,0.366,0.246,0.218,0.234,0.226,Happiness
key,0.422,0.266,0.244,0.25,0.226,Happiness
'suck more any',0,0,0,0,0,Happiness
face,0.624,0.368,0.4,0.372,0.348,Happiness
'dark blue',0.446,0.308,0.493,0.449,0.254,Sadness
activate,0.38,0.272,0.25,0.276,0.256,Happiness
'reserved space',0.458,0.283,0.324,0.359,0.245,Happiness
'love not',0.944,0.34,0.432,0.41,0.244,Happiness
computer,0.538,0.368,0.258,0.286,0.284,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
most,0,0,0,0,0,Happiness
moment,0.53,0.308,0.314,0.302,0.246,Happiness
free,0.872,0.23,0.23,0.266,0.218,Happiness
clock,0.3,0.262,0.276,0.28,0.252,Happiness
'fun sun',0.89,0.236,0.228,0.25,0.217,Happiness
'not not alone',0.746,0.632,0.27,0.34,0.688,Happiness
office,0.38,0.428,0.388,0.378,0.34,Anger
troubled,0.234,0.522,0.636,0.516,0.334,Sadness
most,0,0,0,0,0,Happiness
